text,annotation
চল্লিশ তম বিসিএস প্রিলিমিনারি পরীক্ষার্থীদের জন্য পরামর্শ পড়তে পড়তে ক্রেইজি হয়ে গেলে সাথে একটা শাহী মালাই খেয়ে ক্রেইজি হয়ে নিন । দুই ক্রেইজির প্রতিক্রিয়ায় পড়তে পারবেন দ্বিগুন গতিতে । শুভ কামনা !,1
আস্তে করে সরে আসলাম,0
আমার পছন্দের একজন নায়িকার ছবি,0
ইসলামে ভাই বোন বিবাহ জায়েজ নাই! আপনি ভালো করে জেনে নিন!,2
নাটকটি অনেক সুন্দর হয়েছে কিন্তু কুত্তার বাচ্চা গালিটা না দিয়ে যদি সিস্টেমের মধ্যে একটা গালি দেয়া গেলে আরো সুন্দর হ‌ইতো,0
সবার পজিটিভ কমেন্ট দেখে নাটকটা দেখলামপুরাই সময় নষ্টশেষে একটা ইমোশনাল সিন দিয়া বলদ বাঙালিদের মিলিয়ন ভিউ নিয়ে নিছে,0
আগের নটক গুলো মধ্যে কিছু শিক্ষনিয় ব্যপার ছিল কিন্তু এখন কি বাভে ভালোবাসার অপব্যবহার বেশি হছেছ নাটকের অবিনয় খুবই ভাল আমি ছায় প্যমেলি নিয়ে নাটক গুলো এর মধ্যে ভালোবাসা রাগ অবিমান সব কিছু মিলেয়ে একটি ভালো মানের নাটক সব শেষে নিসু তিসা অপূর্ব মেহেজাবিন এদের অবিনয় আমার কাছে খুবিই ভাল লাগে,0
বাংলাদেশের নাটক গুলো আসলেই অন্যরকম এক কথায় বলতে গেলে অসাধারণ,0
জুতা মারা দরকার এই সব নাম দারি মুসলিম গুলাকে.....,2
রিয়াজ ভাই বাংলাদেশের সেরা রোমান্টিক নাওকরিয়াজ এমন কনো ছবি ও নাটক নাই দেখি নাই,0
শালার ইবলিশ রোজায় বন্ধি থাকলেও তার গুরু বন্দি নেই,1
"এই ধরনের যারা ভিডিও করে, তাদের কে জান্ত পুড়িয়ে মারা উচিৎ ",2
প্রিতিটি বাবা মা চায় তার ছেলে মে ভাল থাকুককিন্তু তারা চায় না তাদের সুক টা কথায়সুদু তারা অর্থটাই দেখে ভালবাসা টা খুজেনা,0
"মজলুমের রক্তের ঋণ, নৌকা মার্কায় ভোট দিন ",0
সাকিব্বাই কাল আপনে সবার সাথে মিলে অপরাধী গানটা গাননাই কেন ? ভাবিরে এতো ভয় পাইলে কেমনে,1
